Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled by Customer,Customer Cancellation Reason,Cancelled by Driver,Driver Cancellation Reason,Incomplete Ride,Incomplete Ride Reason,Booking Value (₹),Ride Distance (km),Driver Rating,Customer Rating
19-01-2026,20:12:00,CNR0070280,Cancelled by Driver,CUST83897,Prime Plus,Devanahalli,Basavanagudi,,,No,,Yes,Customer related issue,No,,468.8,,,
13-01-2026,12:34:00,CNR0070281,Successful,CUST65313,Prime Sedan,Marathahalli,Chamrajpet,11.5,7.4,No,,No,,No,,105.27,19.6,4.2,4.5
18-01-2026,22:28:00,CNR0070282,Incomplete,CUST10410,Prime Sedan,Shivajinagar,JP Nagar,,,No,,No,,Yes,Customer Demand,334.6,,,
08-01-2026,00:14:00,CNR0070283,Cancelled by Driver,CUST27983,Auto,Chamrajpet,JP Nagar,,,No,,Yes,More than permitted people in there,No,,993.42,,,
09-01-2026,21:14:00,CNR0070284,Incomplete,CUST11542,Mini,Shivajinagar,Connaught Place,,,No,,No,,Yes,Customer Demand,168.04,,,
02-01-2026,11:17:00,CNR0070285,Cancelled by Driver,CUST58692,Prime Sedan,Connaught Place,Jayanagar,,,No,,Yes,More than permitted people in there,No,,117.68,,,
03-01-2026,22:23:00,CNR0070286,Successful,CUST88377,Bike,Ulsoor,OMR Road,3.6,6.2,No,,No,,No,,362.43,12.5,4.7,3.8
30-01-2026,10:08:00,CNR0070287,Successful,CUST85393,Prime Sedan,Mahadevapura,Hosur Road,10.2,5,No,,No,,No,,883.57,15.1,4.4,4.8
29-01-2026,17:01:00,CNR0070288,Successful,CUST57119,Prime Sedan,Cubbon Park,Yeshwantpur,7.4,5.1,No,,No,,No,,200.21,7.3,4.9,5
20-01-2026,07:52:00,CNR0070289,Cancelled by Driver,CUST16492,Prime SUV,Chamrajpet,Frazer Town,,,No,,Yes,Personal & Car related issues,No,,162.66,,,
24-01-2026,22:15:00,CNR0070290,Incomplete,CUST94892,Prime Plus,Banaswadi,Tumkur Road,,,No,,No,,Yes,Customer Demand,392.24,,,
14-01-2026,02:14:00,CNR0070291,Incomplete,CUST39778,Mini,Gavipuram,Mahadevapura,,,No,,No,,Yes,Vehicle Breakdown,676.69,,,
06-01-2026,02:03:00,CNR0070292,Incomplete,CUST37555,Prime Plus,Yeshwantpur,Hebbal,,,No,,No,,Yes,Customer Demand,273.22,,,
29-01-2026,17:01:00,CNR0070293,Successful,CUST66064,Auto,Cubbon Park,Indiranagar,7.5,5.2,No,,No,,No,,125.11,3.1,4.9,4.6
19-01-2026,13:52:00,CNR0070294,Cancelled by Customer,CUST87371,Bike,Kamakhya,Peenya,,,Yes,Wrong Address,No,,No,,245.43,,,
19-01-2026,03:07:00,CNR0070295,Successful,CUST96806,Bike,Kalyan Nagar,Chickpet,4.9,7.8,No,,No,,No,,767.76,2.1,4.5,4.3
21-01-2026,02:31:00,CNR0070296,Successful,CUST25013,eBike,OMR Road,City Market,7.5,5.9,No,,No,,No,,254.03,25.9,4.5,4.4
02-01-2026,23:05:00,CNR0070297,Cancelled by Customer,CUST70129,Prime SUV,HSR Layout,Jakkur,,,Yes,Wrong Address,No,,No,,303.47,,,
29-01-2026,20:22:00,CNR0070298,Successful,CUST54616,Prime Plus,Koramangala Extension,Bannerghatta Road,9.8,4.5,No,,No,,No,,442.42,7.1,4.6,3.7
18-01-2026,01:35:00,CNR0070299,Successful,CUST96351,Prime Plus,Koramangala,Electronic City,8.1,4.3,No,,No,,No,,775.17,28.4,4,4.7
15-01-2026,11:32:00,CNR0070300,Successful,CUST23471,Prime Sedan,Rajajinagar,Koramangala,5,6.9,No,,No,,No,,238.25,15.2,3.8,3.6
01-01-2026,14:32:00,CNR0070301,Cancelled by Driver,CUST91259,Prime Sedan,Vidyaranyapura,Indiranagar,,,No,,Yes,Personal & Car related issues,No,,125.25,,,
29-01-2026,20:57:00,CNR0070302,Successful,CUST54570,Prime Sedan,Gavipuram,Varthur,8.2,6.7,No,,No,,No,,173.69,9.8,4.3,4.1
23-01-2026,15:06:00,CNR0070303,Successful,CUST28962,eBike,Richmond Town,Vijayanagar,6.3,6,No,,No,,No,,546.3,9.6,3.9,4.7
19-01-2026,10:41:00,CNR0070304,Cancelled by Driver,CUST27284,Auto,Bannerghatta Road,Banaswadi,,,No,,Yes,The customer was coughing/sick,No,,291.66,,,
01-01-2026,14:58:00,CNR0070305,Successful,CUST28684,eBike,Varthur,Ulsoor,5.5,7.4,No,,No,,No,,183.42,11.4,3.7,4.6
31-01-2026,16:13:00,CNR0070306,Successful,CUST45779,Prime Sedan,Bannerghatta Road,Outer Ring Road,5.8,7.8,No,,No,,No,,303.91,2.8,4.5,3.8
24-01-2026,14:48:00,CNR0070307,Successful,CUST12380,eBike,Tumkur Road,Rachenahalli,9.8,6.3,No,,No,,No,,677.2,25,3.9,4.2
13-01-2026,17:25:00,CNR0070308,Incomplete,CUST33411,Auto,Koramangala Extension,Chickpet,,,No,,No,,Yes,Other Issue,434.3,,,
15-01-2026,22:05:00,CNR0070309,Successful,CUST40175,Auto,Varthur,Shivajinagar,5.8,5.3,No,,No,,No,,669.41,5.8,4.6,4.9
15-01-2026,14:09:00,CNR0070310,Cancelled by Driver,CUST20241,Prime Plus,Brookefield,Tumkur Road,,,No,,Yes,Personal & Car related issues,No,,335.3,,,
27-01-2026,09:59:00,CNR0070311,Successful,CUST48808,eBike,Rachenahalli,Kolar Road,6.3,5.4,No,,No,,No,,130.54,20.2,4.8,4.9
25-01-2026,12:57:00,CNR0070312,Incomplete,CUST69776,Prime SUV,Rachenahalli,Jayanagar,,,No,,No,,Yes,Vehicle Breakdown,290.67,,,
31-01-2026,02:14:00,CNR0070313,Successful,CUST72996,Mini,JP Nagar,Hosur Road,5.2,4.1,No,,No,,No,,245.35,23.8,3.6,4.2
01-01-2026,00:47:00,CNR0070314,Incomplete,CUST67562,Prime SUV,Hosur Road,Peenya,,,No,,No,,Yes,Vehicle Breakdown,404.17,,,
14-01-2026,02:15:00,CNR0070315,Successful,CUST78500,Prime Sedan,Jakkur,HSR Layout,4.8,3.9,No,,No,,No,,712.51,19.3,4.9,4.7
02-01-2026,07:45:00,CNR0070316,Incomplete,CUST10388,Auto,OMR Road,Richmond Town,,,No,,No,,Yes,Other Issue,778.11,,,
03-01-2026,14:53:00,CNR0070317,Incomplete,CUST46380,Bike,Whitefield Phase,Kalyan Nagar,,,No,,No,,Yes,Vehicle Breakdown,329.62,,,
15-01-2026,16:34:00,CNR0070318,Cancelled by Driver,CUST85597,Prime SUV,Whitefield Phase,HSR Layout,,,No,,Yes,Customer related issue,No,,324.55,,,
19-01-2026,17:40:00,CNR0070319,Cancelled by Driver,CUST78230,eBike,OMR Road,Chickpet,,,No,,Yes,The customer was coughing/sick,No,,125.26,,,
06-01-2026,13:39:00,CNR0070320,Cancelled by Driver,CUST86686,Mini,Banaswadi,Bannerghatta Road,,,No,,Yes,Personal & Car related issues,No,,397.2,,,
19-01-2026,21:58:00,CNR0070321,Cancelled by Driver,CUST18296,Bike,HSR Layout,Brookefield,,,No,,Yes,Personal & Car related issues,No,,134.83,,,
15-01-2026,02:33:00,CNR0070322,Successful,CUST85626,Auto,City Market,Bannerghatta Road,6.1,2.6,No,,No,,No,,620.58,4.2,3.7,3.8
21-01-2026,13:59:00,CNR0070323,Incomplete,CUST84021,Mini,Jakkur,Koramangala,,,No,,No,,Yes,Vehicle Breakdown,205.18,,,
10-01-2026,04:08:00,CNR0070324,Cancelled by Customer,CUST40508,Prime Plus,Marathahalli,Chamrajpet,,,Yes,Change of plans,No,,No,,163.4,,,
05-01-2026,05:31:00,CNR0070325,Successful,CUST20970,Prime Plus,Basavanagudi,Jakkur,6.2,5.6,No,,No,,No,,378.47,19,4.1,4.3
24-01-2026,02:26:00,CNR0070326,Cancelled by Customer,CUST41041,Auto,Malleshwaram,Hebbal,,,Yes,Driver asked to cancel,No,,No,,166.87,,,
25-01-2026,01:11:00,CNR0070327,Successful,CUST56193,Bike,Kalyan Nagar,OMR Road,9.8,6.6,No,,No,,No,,165.72,4.9,3.7,4.8
10-01-2026,03:15:00,CNR0070328,Cancelled by Customer,CUST45904,eBike,OMR Road,Kalyan Nagar,,,Yes,Change of plans,No,,No,,853.3,,,
07-01-2026,00:28:00,CNR0070329,Successful,CUST22448,Mini,Koramangala,Frazer Town,8,2.1,No,,No,,No,,422.88,20.1,3.5,4.4
11-01-2026,21:15:00,CNR0070330,Successful,CUST25953,Auto,Kolar Road,Malleshwaram,7.4,6.3,No,,No,,No,,637.37,14.4,4.5,4.2
23-01-2026,18:13:00,CNR0070331,Successful,CUST14748,Auto,Banaswadi,Peenya,10.2,5.1,No,,No,,No,,838.26,22.6,4.2,4.5
16-01-2026,16:55:00,CNR0070332,Successful,CUST11557,Prime Sedan,Yeshwantpur,Peenya,9,2.7,No,,No,,No,,454.31,4.8,4.6,4.4
31-01-2026,12:10:00,CNR0070333,Successful,CUST34478,Mini,Outer Ring Road,Brookefield,11.6,4.4,No,,No,,No,,592.01,28.6,4.5,4.6
14-01-2026,22:42:00,CNR0070334,Incomplete,CUST52240,Prime Sedan,Sarjapur,Kengeri,,,No,,No,,Yes,Other Issue,357.49,,,
22-01-2026,15:41:00,CNR0070335,Successful,CUST78797,eBike,Peenya,Frazer Town,9.6,5.4,No,,No,,No,,206.46,24.3,5,3.9
16-01-2026,19:52:00,CNR0070336,Incomplete,CUST99819,Auto,Chickpet,HSR Layout,,,No,,No,,Yes,Customer Demand,284.04,,,
04-01-2026,14:37:00,CNR0070337,Successful,CUST28976,Prime Sedan,Bagalur,City Market,6.1,6.1,No,,No,,No,,100.74,26.7,3.7,4.8
17-01-2026,08:06:00,CNR0070338,Successful,CUST75306,Prime Plus,Jayanagar,Whitefield Phase,11.1,7.5,No,,No,,No,,293.19,14.5,4.6,4.1
23-01-2026,14:41:00,CNR0070339,Successful,CUST93501,Prime Plus,Indiranagar,Rachenahalli,7.8,3.2,No,,No,,No,,343.08,25,5,4.9
11-01-2026,17:58:00,CNR0070340,Successful,CUST39072,Prime Sedan,Richmond Town,Kengeri,6.6,6.2,No,,No,,No,,236.41,19.1,4.1,3.7
25-01-2026,02:27:00,CNR0070341,Cancelled by Customer,CUST92276,Auto,Rammurthy Nagar,Brookefield,,,Yes,Driver asked to cancel,No,,No,,965.11,,,
18-01-2026,22:34:00,CNR0070342,Successful,CUST92253,eBike,MG Road,Koramangala,6.7,6.3,No,,No,,No,,401.42,21.3,3.9,4.5
01-01-2026,13:14:00,CNR0070343,Successful,CUST19708,Prime Sedan,Rachenahalli,HSR Layout,7,6.5,No,,No,,No,,791.55,16.9,4,3.6
23-01-2026,12:46:00,CNR0070344,Cancelled by Customer,CUST41863,eBike,Bellandur,Chickpet,,,Yes,Driver is not moving towards pickup location,No,,No,,373.64,,,
28-01-2026,02:32:00,CNR0070345,Successful,CUST21803,Prime SUV,Vidyaranyapura,Kolar Road,7.9,6.2,No,,No,,No,,259.87,9.7,5,3.8
23-01-2026,13:42:00,CNR0070346,Cancelled by Driver,CUST45318,Prime SUV,Chickpet,HSR Layout,,,No,,Yes,Personal & Car related issues,No,,563.69,,,
23-01-2026,09:44:00,CNR0070347,Successful,CUST17784,eBike,Jakkur,HSR Layout,10.6,5.7,No,,No,,No,,265.02,20.5,4.7,4
28-01-2026,10:11:00,CNR0070348,Cancelled by Driver,CUST11032,Prime Plus,Brookefield,JP Nagar,,,No,,Yes,The customer was coughing/sick,No,,476.12,,,
05-01-2026,12:46:00,CNR0070349,Successful,CUST19111,Auto,MG Road,Rammurthy Nagar,12,4.9,No,,No,,No,,455.97,21.3,4.7,3.8
20-01-2026,09:01:00,CNR0070350,Successful,CUST72199,Prime Sedan,Chamrajpet,Outer Ring Road,8,5.7,No,,No,,No,,440.17,4.9,3.8,4.6
06-01-2026,09:21:00,CNR0070351,Cancelled by Customer,CUST34143,Bike,Connaught Place,Richmond Town,,,Yes,Change of plans,No,,No,,227.04,,,
23-01-2026,15:28:00,CNR0070352,Successful,CUST59973,Prime Plus,Yeshwantpur,Whitefield,9.1,5.4,No,,No,,No,,747.22,21.1,4.1,4.3
21-01-2026,03:34:00,CNR0070353,Successful,CUST95021,Bike,Connaught Place,Rammurthy Nagar,2.8,4.6,No,,No,,No,,983.69,10.2,4.3,4.5
17-01-2026,19:16:00,CNR0070354,Successful,CUST41501,Prime SUV,Rajajinagar,Indiranagar,5.7,5.6,No,,No,,No,,456.92,17.7,4.5,4.7
28-01-2026,17:18:00,CNR0070355,Cancelled by Driver,CUST47572,Prime SUV,Shivajinagar,Yeshwantpur,,,No,,Yes,Personal & Car related issues,No,,316.36,,,
28-01-2026,10:50:00,CNR0070356,Incomplete,CUST79586,Prime SUV,Hosur Road,Cubbon Park,,,No,,No,,Yes,Other Issue,238.34,,,
09-01-2026,19:39:00,CNR0070357,Successful,CUST21634,Auto,Banaswadi,Basavanagudi,10.4,5.8,No,,No,,No,,337.75,9.4,4.9,4.9
29-01-2026,18:32:00,CNR0070358,Incomplete,CUST49311,Mini,Kolar Road,Bannerghatta Road,,,No,,No,,Yes,Other Issue,293.18,,,
19-01-2026,20:23:00,CNR0070359,Successful,CUST94603,eBike,Jakkur,Electronic City,11.9,7,No,,No,,No,,476.31,28.9,4.7,4.4
06-01-2026,13:05:00,CNR0070360,Incomplete,CUST31128,eBike,Koramangala Extension,Peenya,,,No,,No,,Yes,Customer Demand,206.74,,,
21-01-2026,11:57:00,CNR0070361,Successful,CUST15134,Prime Plus,Shivajinagar,Bellandur,7.3,5.7,No,,No,,No,,304.58,23.9,4.1,4.7
03-01-2026,08:37:00,CNR0070362,Successful,CUST41180,Prime SUV,Koramangala Extension,Shivajinagar,6.6,5.4,No,,No,,No,,141.78,29.4,4.2,3.7
01-01-2026,01:03:00,CNR0070363,Successful,CUST58442,Prime Plus,Kengeri,City Market,9,9.1,No,,No,,No,,408.89,20,4.7,4.4
25-01-2026,03:27:00,CNR0070364,Incomplete,CUST78407,Prime Sedan,Ulsoor,Basavanagudi,,,No,,No,,Yes,Other Issue,351.89,,,
11-01-2026,01:59:00,CNR0070365,Successful,CUST87207,Prime Sedan,Whitefield Phase,Connaught Place,6.9,9,No,,No,,No,,210.17,25.6,4.7,3.6
19-01-2026,07:50:00,CNR0070366,Successful,CUST50177,Prime Plus,Koramangala Extension,Ulsoor,3.8,3.9,No,,No,,No,,198.44,28.1,3.8,4.3
05-01-2026,15:08:00,CNR0070367,Successful,CUST83845,eBike,Gavipuram,Yeshwantpur,6.8,7,No,,No,,No,,355.3,15.1,3.9,4.1
30-01-2026,09:53:00,CNR0070368,Successful,CUST85101,Prime Plus,Jayanagar,Kamakhya,6,7.2,No,,No,,No,,175.22,22.3,4.7,3.6
28-01-2026,20:48:00,CNR0070369,Successful,CUST64274,Auto,Jayanagar,Gavipuram,9.1,6.9,No,,No,,No,,998.47,4.5,4.3,4.7
19-01-2026,02:37:00,CNR0070370,Successful,CUST70159,Mini,Rammurthy Nagar,City Market,9.6,7,No,,No,,No,,265.74,21.3,4.3,4.1
26-01-2026,14:59:00,CNR0070371,Successful,CUST12221,Prime SUV,Bannerghatta Road,Malleshwaram,8.8,7,No,,No,,No,,100.08,18.2,3.8,4.2
07-01-2026,12:06:00,CNR0070372,Cancelled by Driver,CUST80485,Mini,HSR Layout,Shivajinagar,,,No,,Yes,The customer was coughing/sick,No,,955.69,,,
28-01-2026,14:22:00,CNR0070373,Successful,CUST93694,Auto,City Market,OMR Road,7.5,9.4,No,,No,,No,,201.73,5.8,3.8,4.7
29-01-2026,19:08:00,CNR0070374,Successful,CUST43652,Prime SUV,Hebbal,Gavipuram,7.1,5.5,No,,No,,No,,563.67,23.9,4,3.9
03-01-2026,01:20:00,CNR0070375,Successful,CUST17058,Mini,Hosur Road,Cubbon Park,3.6,4.7,No,,No,,No,,167.19,9.1,4,4.6
04-01-2026,20:20:00,CNR0070376,Successful,CUST91254,Mini,Connaught Place,Jayanagar,7.6,4.4,No,,No,,No,,167.21,10.8,3.9,4.1
29-01-2026,01:24:00,CNR0070377,Successful,CUST62235,Bike,Sarjapur,Yeshwantpur,6.7,4.9,No,,No,,No,,355.99,26.4,4.1,4.3
05-01-2026,23:33:00,CNR0070378,Successful,CUST54665,Prime Plus,Kengeri,Devanahalli,9.6,5.5,No,,No,,No,,473.69,26.8,4,3.7
23-01-2026,05:24:00,CNR0070379,Cancelled by Driver,CUST28123,Prime Plus,Jakkur,Tumkur Road,,,No,,Yes,More than permitted people in there,No,,321.93,,,
18-01-2026,12:22:00,CNR0070380,Cancelled by Driver,CUST38782,Bike,Frazer Town,Chickpet,,,No,,Yes,Customer related issue,No,,210.16,,,
20-01-2026,14:13:00,CNR0070381,Successful,CUST49565,Prime Plus,Shivajinagar,Outer Ring Road,9.8,6.4,No,,No,,No,,457.67,27.8,4.6,4.5
30-01-2026,22:28:00,CNR0070382,Successful,CUST54378,Bike,Bagalur,Jakkur,9.1,5.3,No,,No,,No,,180.49,29.1,4.6,4.2
21-01-2026,14:22:00,CNR0070383,Cancelled by Driver,CUST77321,Bike,Koramangala,Whitefield Phase,,,No,,Yes,More than permitted people in there,No,,392.38,,,
28-01-2026,02:02:00,CNR0070384,Successful,CUST59129,Bike,Peenya,HSR Layout,10.1,6.1,No,,No,,No,,492.83,19.2,3.5,5
13-01-2026,09:09:00,CNR0070385,Incomplete,CUST18183,Prime Plus,Bagalur,MG Road,,,No,,No,,Yes,Other Issue,485.99,,,
31-01-2026,05:19:00,CNR0070386,Successful,CUST30443,eBike,Bannerghatta Road,Varthur,7,6.9,No,,No,,No,,229.42,7.8,3.6,4.6
26-01-2026,06:36:00,CNR0070387,Successful,CUST73803,eBike,Kolar Road,JP Nagar,9.1,7.1,No,,No,,No,,860.07,26.8,3.9,4.7
04-01-2026,02:16:00,CNR0070388,Cancelled by Driver,CUST72445,Mini,Kalyan Nagar,Brookefield,,,No,,Yes,Customer related issue,No,,972.26,,,
11-01-2026,03:00:00,CNR0070389,Successful,CUST95820,Mini,Indiranagar,Sarjapur,8.2,5.6,No,,No,,No,,226.31,14.3,3.6,4.4
15-01-2026,17:17:00,CNR0070390,Cancelled by Driver,CUST33095,Prime Plus,Yelahanka,City Market,,,No,,Yes,More than permitted people in there,No,,424.42,,,
07-01-2026,04:51:00,CNR0070391,Incomplete,CUST77420,Prime Sedan,Yeshwantpur,Outer Ring Road,,,No,,No,,Yes,Other Issue,440.06,,,
13-01-2026,12:18:00,CNR0070392,Incomplete,CUST42114,Prime Plus,Bagalur,Chamrajpet,,,No,,No,,Yes,Customer Demand,721.33,,,
08-01-2026,18:20:00,CNR0070393,Successful,CUST40879,eBike,Kalyan Nagar,OMR Road,9.8,5.4,No,,No,,No,,115.66,11,4.1,3.6
02-01-2026,01:50:00,CNR0070394,Successful,CUST58684,Auto,Jayanagar,Indiranagar,5.3,5.1,No,,No,,No,,145.26,29.2,4.7,4
05-01-2026,10:47:00,CNR0070395,Successful,CUST43410,Bike,Varthur,Jayanagar,10.8,7.2,No,,No,,No,,216.83,29.5,5,4.2
26-01-2026,03:53:00,CNR0070396,Successful,CUST74296,Prime Sedan,City Market,Connaught Place,5.2,9.9,No,,No,,No,,243.86,15.2,4.9,3.7
10-01-2026,10:37:00,CNR0070397,Incomplete,CUST81032,Prime Sedan,Electronic City,Chamrajpet,,,No,,No,,Yes,Other Issue,279.12,,,
11-01-2026,19:32:00,CNR0070398,Cancelled by Driver,CUST85059,Prime Sedan,Rammurthy Nagar,Bannerghatta Road,,,No,,Yes,The customer was coughing/sick,No,,472.86,,,
28-01-2026,12:33:00,CNR0070399,Cancelled by Customer,CUST14552,eBike,Mahadevapura,Bellandur,,,Yes,Driver asked to cancel,No,,No,,857.7,,,
11-01-2026,23:53:00,CNR0070400,Successful,CUST71575,Bike,JP Nagar,Brookefield,9,6.4,No,,No,,No,,802.49,23.7,4.3,4.8
26-01-2026,11:42:00,CNR0070401,Incomplete,CUST17373,Prime Plus,Varthur,Hosur Road,,,No,,No,,Yes,Other Issue,257.62,,,
09-01-2026,11:47:00,CNR0070402,Cancelled by Customer,CUST43486,Auto,Yeshwantpur,Outer Ring Road,,,Yes,Wrong Address,No,,No,,1927.33,,,
14-01-2026,01:20:00,CNR0070403,Cancelled by Driver,CUST84126,Bike,Mahadevapura,Shivajinagar,,,No,,Yes,Personal & Car related issues,No,,467.82,,,
23-01-2026,06:04:00,CNR0070404,Incomplete,CUST15480,Prime Sedan,Rachenahalli,Varthur,,,No,,No,,Yes,Customer Demand,687.77,,,
13-01-2026,09:26:00,CNR0070405,Successful,CUST82467,eBike,Vijayanagar,Electronic City,4.6,6.3,No,,No,,No,,485.77,25.5,4.6,4
24-01-2026,15:00:00,CNR0070406,Successful,CUST27133,Prime Plus,Rachenahalli,Hosur Road,7,6.9,No,,No,,No,,708.21,21.2,3.6,4.1
19-01-2026,09:12:00,CNR0070407,Cancelled by Driver,CUST59793,Bike,Connaught Place,Gavipuram,,,No,,Yes,Customer related issue,No,,460.88,,,
14-01-2026,22:52:00,CNR0070408,Incomplete,CUST26959,Mini,Electronic City,Rajajinagar,,,No,,No,,Yes,Customer Demand,187.9,,,
07-01-2026,13:37:00,CNR0070409,Cancelled by Driver,CUST38769,Prime SUV,Shivajinagar,Ulsoor,,,No,,Yes,Customer related issue,No,,302.11,,,
20-01-2026,18:30:00,CNR0070410,Successful,CUST45718,Auto,Rachenahalli,Mahadevapura,5.1,6.4,No,,No,,No,,703.1,10.2,3.9,4.9
01-01-2026,11:25:00,CNR0070411,Cancelled by Driver,CUST95373,Prime Plus,Marathahalli,Vidyaranyapura,,,No,,Yes,Customer related issue,No,,458.35,,,
24-01-2026,03:58:00,CNR0070412,Successful,CUST61069,Prime SUV,Sarjapur,Indiranagar,8.3,6.1,No,,No,,No,,548.84,17.3,4.4,4.6
06-01-2026,21:02:00,CNR0070413,Successful,CUST17799,Mini,Electronic City,Basavanagudi,6.3,4.5,No,,No,,No,,463.41,17.6,4.2,3.6
16-01-2026,05:34:00,CNR0070414,Successful,CUST77835,Auto,Whitefield,Indiranagar,10.5,6,No,,No,,No,,842.09,17.5,5,4.2
12-01-2026,15:43:00,CNR0070415,Successful,CUST90261,Auto,Kolar Road,Kengeri,6.2,4.9,No,,No,,No,,782.51,10.2,4.7,4.5
03-01-2026,08:06:00,CNR0070416,Incomplete,CUST92493,Auto,Indiranagar,Marathahalli,,,No,,No,,Yes,Other Issue,340.31,,,
16-01-2026,01:30:00,CNR0070417,Cancelled by Customer,CUST14066,Prime SUV,Marathahalli,Richmond Town,,,Yes,Wrong Address,No,,No,,165.12,,,
22-01-2026,12:56:00,CNR0070418,Successful,CUST34759,Auto,OMR Road,Bagalur,8.6,4.5,No,,No,,No,,196.36,8.8,3.7,4.4
06-01-2026,15:55:00,CNR0070419,Cancelled by Driver,CUST79300,Prime SUV,Devanahalli,Cubbon Park,,,No,,Yes,Personal & Car related issues,No,,159.73,,,
04-01-2026,05:24:00,CNR0070420,Successful,CUST75123,Prime Sedan,OMR Road,Cubbon Park,9.3,5.7,No,,No,,No,,234.14,26.3,4.6,4.1
31-01-2026,00:06:00,CNR0070421,Successful,CUST53038,Prime SUV,Sarjapur,Bannerghatta Road,5.3,6.1,No,,No,,No,,712.11,18.3,4.7,3.8
13-01-2026,13:09:00,CNR0070422,Successful,CUST25639,Bike,Bannerghatta Road,Richmond Town,7.1,6.5,No,,No,,No,,175.99,28.2,4.7,3.8
22-01-2026,17:28:00,CNR0070423,Successful,CUST93384,Prime Plus,Chamrajpet,HSR Layout,9.3,6.8,No,,No,,No,,594.02,17.9,4,4.2
06-01-2026,00:12:00,CNR0070424,Successful,CUST63770,eBike,Yelahanka,Devanahalli,6.3,5.9,No,,No,,No,,699.15,7.1,4.5,4.2
30-01-2026,10:04:00,CNR0070425,Successful,CUST38608,Mini,Malleshwaram,Koramangala,11.7,1.9,No,,No,,No,,144.65,16.2,3.8,3.8
22-01-2026,11:43:00,CNR0070426,Successful,CUST51985,Prime SUV,Connaught Place,Hosur Road,4.3,6.3,No,,No,,No,,135.38,19.4,4.7,4.1
31-01-2026,18:48:00,CNR0070427,Successful,CUST55125,Prime Plus,Vidyaranyapura,Marathahalli,7.3,2.7,No,,No,,No,,498.11,10.6,3.9,4.5
03-01-2026,16:18:00,CNR0070428,Successful,CUST76291,Prime Sedan,Yelahanka,Vidyaranyapura,9,7.9,No,,No,,No,,146.86,2.6,4,4.7
08-01-2026,02:47:00,CNR0070429,Successful,CUST11159,Prime Sedan,Kalyan Nagar,Indiranagar,5.9,5.4,No,,No,,No,,415.53,10.2,4.6,4.2
17-01-2026,22:45:00,CNR0070430,Successful,CUST69406,Bike,Richmond Town,Devanahalli,9,5.2,No,,No,,No,,349.41,5.6,3.6,4.8
15-01-2026,15:14:00,CNR0070431,Cancelled by Driver,CUST30694,Prime Plus,Koramangala,Whitefield,,,No,,Yes,More than permitted people in there,No,,337.62,,,
15-01-2026,08:27:00,CNR0070432,Incomplete,CUST65268,Bike,Kengeri,Vidyaranyapura,,,No,,No,,Yes,Other Issue,406.6,,,
17-01-2026,14:30:00,CNR0070433,Successful,CUST82129,Auto,Connaught Place,Bellandur,7.5,5.4,No,,No,,No,,279.89,11.5,4.1,4.3
05-01-2026,23:29:00,CNR0070434,Successful,CUST12034,Auto,JP Nagar,Malleshwaram,7.5,5.9,No,,No,,No,,516.56,13.1,3.8,4.8
23-01-2026,17:07:00,CNR0070435,Incomplete,CUST32152,Bike,MG Road,Koramangala,,,No,,No,,Yes,Customer Demand,181.98,,,
14-01-2026,09:46:00,CNR0070436,Successful,CUST86012,Prime Sedan,Varthur,Malleshwaram,8.8,3.5,No,,No,,No,,761.16,8,4.4,4.5
29-01-2026,14:51:00,CNR0070437,Successful,CUST79822,eBike,Basavanagudi,Chickpet,9.6,7.4,No,,No,,No,,229.02,4.4,3.6,3.7
11-01-2026,15:09:00,CNR0070438,Cancelled by Driver,CUST66878,Auto,Outer Ring Road,Basavanagudi,,,No,,Yes,More than permitted people in there,No,,355.1,,,
03-01-2026,18:28:00,CNR0070439,Cancelled by Driver,CUST97732,Mini,Malleshwaram,City Market,,,No,,Yes,More than permitted people in there,No,,541.12,,,
10-01-2026,22:14:00,CNR0070440,Successful,CUST34581,Bike,Bellandur,Indiranagar,6.6,3.8,No,,No,,No,,190.68,7.3,4.9,4.7
06-01-2026,20:21:00,CNR0070441,Successful,CUST51626,Auto,Rachenahalli,Ulsoor,10.9,5.4,No,,No,,No,,273.31,2.3,3.8,4.1
11-01-2026,04:10:00,CNR0070442,Cancelled by Driver,CUST82687,Auto,Outer Ring Road,Hebbal,,,No,,Yes,The customer was coughing/sick,No,,779.06,,,
13-01-2026,04:06:00,CNR0070443,Successful,CUST95589,Auto,Whitefield Phase,Chickpet,5,7,No,,No,,No,,229.26,29.7,3.7,3.6
16-01-2026,22:03:00,CNR0070444,Successful,CUST56092,Bike,Vijayanagar,Jakkur,11.5,6.6,No,,No,,No,,892.77,27,3.9,4.5
28-01-2026,09:09:00,CNR0070445,Successful,CUST89509,Auto,Mahadevapura,Bagalur,6.6,5.7,No,,No,,No,,926.62,29.6,4.8,4.4
03-01-2026,11:44:00,CNR0070446,Successful,CUST59473,Auto,OMR Road,Hebbal,9.9,4.1,No,,No,,No,,467.22,5.2,3.9,3.5
14-01-2026,20:19:00,CNR0070447,Successful,CUST12667,Prime Plus,City Market,Koramangala Extension,5.4,4.7,No,,No,,No,,1162.01,29,4.5,4.4
18-01-2026,04:08:00,CNR0070448,Successful,CUST40573,Prime Sedan,MG Road,Shivajinagar,6,9.4,No,,No,,No,,915.03,15.6,4.1,4
